doctor_id,department_id,day_of_week,appointment_hour,patients_ahead,queue_length,average_consultation_time,appointments_scheduled,historical_average_wait,waiting_time_minutes
6,5,4,13,11,16,20.5,16,194.0,180.0
4,5,2,11,14,17,21.2,22,256.9,180.0
3,3,0,14,12,15,11.8,25,122.6,167.4
3,1,4,17,12,14,11.3,14,115.8,167.2
9,1,4,16,10,12,10.1,25,88.1,123.6
6,3,1,17,13,18,11.4,24,127.5,171.4
9,3,2,17,0,3,12.6,18,0.0,4.8
5,3,2,14,4,5,12.9,31,44.3,54.6
2,1,5,12,14,18,10.2,32,126.1,174.9
8,5,6,14,13,16,18.2,21,200.8,180.0
5,3,0,10,9,10,10.7,17,82.1,123.6
2,2,6,9,11,12,14.1,22,131.5,160.7
4,3,1,12,14,18,11.1,14,125.5,180.0
9,4,0,11,9,10,18.7,23,143.1,180.0
4,3,5,12,14,19,10.1,25,120.8,166.6
4,1,3,15,3,4,11.0,20,26.6,32.4
2,3,4,11,10,15,11.1,29,90.6,143.7
6,4,0,16,6,7,17.2,21,85.3,130.1
2,2,6,14,12,14,15.1,24,156.4,180.0
7,5,4,17,8,9,18.9,33,134.2,180.0
3,3,1,14,4,9,13.5,21,50.2,55.7
3,4,6,15,3,4,16.3,18,37.6,42.5
5,4,3,13,14,15,17.8,10,214.1,180.0
3,2,1,15,8,9,16.4,12,109.5,136.3
2,1,3,10,4,9,10.5,21,33.8,54.7
10,3,3,17,8,9,11.2,29,74.6,100.1
9,4,4,17,7,11,17.7,22,107.3,152.2
2,2,1,8,3,7,15.8,32,43.2,52.6
2,5,1,13,10,15,21.9,15,185.8,180.0
8,4,0,8,10,12,19.6,19,166.1,180.0
9,2,6,16,6,10,14.4,19,74.7,101.5
7,1,1,9,4,7,12.0,25,42.5,50.2
3,1,0,9,9,13,8.0,10,64.8,79.7
9,4,2,14,3,6,16.1,25,37.2,55.2
3,4,2,9,4,9,19.3,13,65.7,85.3
5,3,2,17,4,6,10.8,15,33.5,53.4
9,2,5,15,10,13,13.2,28,112.4,138.2
3,4,1,13,14,17,16.9,11,201.0,180.0
7,3,5,14,8,12,11.7,27,79.4,103.2
1,3,6,14,11,14,12.9,19,118.4,155.6
4,4,1,13,8,13,18.5,13,121.3,158.4
4,1,0,17,5,10,9.0,10,31.8,59.4
7,2,5,16,13,18,15.0,24,165.5,180.0
8,2,5,16,3,7,16.7,19,41.3,59.2
1,1,6,14,14,16,11.3,27,132.0,166.7
5,4,5,16,1,5,17.3,25,18.7,24.4
7,2,3,17,13,18,16.9,22,184.5,180.0
4,4,0,10,2,6,18.8,24,36.3,50.3
4,4,2,10,1,6,16.2,11,18.7,30.1
4,3,0,8,4,5,10.1,29,28.6,40.1
6,1,3,12,5,6,8.7,13,37.1,54.6
7,4,6,11,10,13,18.9,10,159.5,180.0
2,5,6,9,4,6,18.7,16,55.0,70.3
5,1,1,16,1,2,10.0,32,4.2,11.2
4,2,0,10,11,16,13.4,20,127.4,180.0
3,3,6,15,4,8,13.7,19,52.6,58.1
7,2,5,13,8,12,14.4,10,100.5,121.1
6,2,6,12,3,6,16.6,20,43.4,64.9
7,1,6,8,11,15,11.8,33,110.1,131.0
5,2,6,11,9,10,13.0,19,104.7,143.4
6,4,6,10,1,5,17.9,23,21.6,23.4
5,2,2,8,2,3,13.1,23,20.5,31.8
7,3,2,12,2,3,13.6,16,17.2,31.1
2,3,1,13,8,10,12.1,32,75.8,96.3
5,5,6,9,3,6,18.3,20,50.6,53.0
6,3,0,10,14,19,10.4,31,124.1,180.0
6,2,3,13,0,1,14.5,13,0.5,2.4
5,3,1,11,0,3,13.8,33,0.0,7.4
10,1,0,16,14,19,10.8,11,125.9,180.0
7,3,6,12,6,10,13.5,16,67.8,100.5
10,4,4,11,6,9,17.5,28,89.7,131.0
8,1,6,9,1,4,8.2,23,5.8,10.9
7,5,2,13,8,11,21.9,28,145.8,180.0
5,4,3,17,8,12,16.1,16,106.9,141.6
1,2,5,9,4,8,16.8,21,60.7,70.3
5,2,3,14,14,17,14.5,12,173.0,180.0
10,2,5,10,14,16,13.0,24,157.0,180.0
2,4,3,16,2,3,18.8,14,29.2,48.1
5,4,2,12,2,6,19.9,17,25.0,50.2
5,4,5,15,11,13,19.9,23,184.1,180.0
2,1,0,13,2,6,8.6,13,12.1,20.4
5,1,5,17,5,8,8.7,16,38.1,45.1
4,2,1,15,3,5,15.3,16,48.8,50.4
1,3,0,10,7,12,12.5,27,76.8,116.8
3,2,1,10,14,15,16.0,23,198.1,180.0
1,5,6,12,12,13,18.7,17,192.7,180.0
5,1,3,17,10,14,11.8,21,98.7,140.2
4,4,0,10,12,13,18.6,19,190.3,180.0
7,1,3,15,10,15,11.4,23,102.1,122.0
5,4,6,17,10,12,18.2,18,159.9,180.0
10,5,4,15,4,6,19.7,15,65.1,88.7
4,5,3,9,0,3,21.9,14,0.8,3.2
2,1,6,11,8,10,10.3,10,65.9,104.1
4,4,3,17,0,4,19.5,10,2.5,0.0
2,5,6,8,5,10,21.8,34,97.4,114.1
8,2,1,11,0,3,15.7,29,0.1,7.9
3,2,6,11,2,6,15.2,26,23.8,37.0
9,4,5,17,14,18,16.0,20,191.6,180.0
4,1,4,16,9,13,8.2,21,63.7,97.3
6,5,3,10,4,5,18.8,12,64.2,92.8
10,1,6,9,14,18,8.7,15,104.6,128.2
5,2,6,16,9,10,14.0,20,106.7,140.6
10,5,3,16,6,8,19.2,22,101.0,130.9
1,1,4,8,13,14,9.4,20,106.5,135.9
9,3,4,13,9,13,11.7,17,86.4,121.1
1,4,6,17,7,12,16.4,19,94.5,133.3
8,4,0,15,11,16,16.2,11,150.4,180.0
9,3,1,10,8,10,12.7,33,88.5,123.4
9,2,4,16,5,9,15.1,23,64.8,98.7
1,5,4,9,14,15,19.8,25,233.4,180.0
2,4,2,13,10,15,18.5,26,158.4,180.0
1,3,5,8,8,11,13.3,20,89.5,111.3
10,3,4,14,7,11,11.7,11,72.3,105.4
2,2,1,10,8,12,15.6,33,106.8,148.9
10,2,5,14,9,12,16.8,32,127.7,161.8
8,1,5,11,3,8,11.4,14,29.7,47.0
5,4,3,16,8,11,17.7,25,124.3,155.4
7,1,3,12,14,16,10.6,25,124.2,179.6
2,3,3,10,6,7,10.7,11,55.8,78.0
8,5,3,15,4,5,20.2,25,68.6,84.8
6,5,2,13,4,9,21.9,34,75.8,89.2
8,2,4,9,0,3,15.1,14,0.0,0.0
1,5,3,10,1,5,21.7,17,18.8,25.6
1,5,6,15,9,13,19.6,29,153.5,180.0
7,5,0,17,2,6,22.0,23,34.6,61.0
8,3,3,14,13,15,12.3,34,132.1,174.9
3,5,4,17,13,15,18.2,19,196.9,180.0
5,5,3,13,7,11,20.3,32,117.6,151.4
1,5,2,8,5,10,19.1,11,83.0,96.5
7,1,1,16,11,13,8.1,12,71.8,103.2
5,3,1,10,9,11,13.3,27,100.7,143.8
8,2,4,12,10,11,14.1,30,121.7,180.0
8,1,6,14,12,13,11.2,11,115.3,143.0
9,4,1,14,14,19,17.2,30,203.0,180.0
7,3,1,10,13,15,10.8,18,119.7,170.8
1,3,0,11,4,6,13.9,11,47.6,77.4
3,4,4,17,12,15,17.4,34,177.3,180.0
8,4,6,14,0,5,18.4,16,0.0,6.2
3,4,4,15,11,16,18.4,16,179.1,180.0
8,2,1,9,10,13,15.2,23,132.0,155.2
1,5,1,16,11,14,21.7,14,210.0,180.0
5,3,1,14,8,9,12.7,17,84.9,110.9
4,5,5,15,2,7,19.6,32,33.1,44.7
5,5,2,13,2,7,21.4,31,32.5,46.5
8,4,3,13,1,4,16.7,27,11.8,20.0
10,2,2,16,3,7,15.2,15,44.4,54.1
4,1,4,11,11,15,11.8,23,108.8,167.2
4,2,0,12,1,2,15.5,27,18.9,15.6
3,5,3,16,12,16,21.3,26,213.2,180.0
7,2,0,8,8,12,15.6,18,103.0,143.7
3,4,6,11,11,15,19.4,22,180.0,180.0
3,1,5,14,9,11,11.8,25,89.9,114.2
10,4,4,16,6,7,17.1,30,89.9,126.7
5,1,5,17,7,10,8.7,19,53.0,74.1
5,5,4,13,2,6,19.9,19,32.6,46.3
6,1,0,15,5,7,10.8,13,45.5,70.2
8,1,0,16,14,18,8.9,21,105.1,160.2
10,1,0,17,9,11,8.0,17,58.6,102.2
6,2,4,11,5,6,14.4,24,58.4,95.3
1,2,1,8,12,16,16.9,30,175.2,180.0
8,5,0,15,0,2,20.8,32,0.0,0.0
8,1,5,9,5,10,9.6,28,45.7,47.3
9,3,6,8,12,17,10.8,24,108.8,133.8
9,5,3,14,13,15,19.4,17,212.3,180.0
2,1,4,17,2,6,8.7,17,17.0,25.6
2,1,5,16,10,14,8.4,28,76.1,97.6
3,2,2,16,2,3,16.6,18,31.6,38.8
1,5,6,10,2,3,22.0,33,38.9,57.2
4,1,2,13,9,12,8.7,26,69.5,83.6
4,1,3,14,10,11,8.2,17,64.7,96.0
9,5,1,17,14,18,19.3,21,228.3,180.0
9,3,0,16,10,13,11.8,24,98.0,149.2
9,5,4,9,14,15,18.8,13,227.6,180.0
10,5,5,15,9,11,19.2,15,145.8,180.0
7,3,0,14,10,15,10.8,25,94.4,117.4
2,5,5,11,7,8,21.1,34,127.1,168.1
10,1,4,9,12,13,10.9,14,108.1,149.3
5,5,2,15,4,6,20.5,32,68.1,91.4
4,3,0,12,3,7,11.5,22,33.3,48.2
8,4,3,13,12,14,19.6,24,198.0,180.0
2,5,1,14,8,9,21.9,26,149.1,174.7
6,2,3,17,8,12,13.7,34,90.8,133.2
5,1,1,8,0,3,8.9,31,0.0,0.0
2,1,6,15,1,2,10.1,29,8.4,7.3
10,2,5,11,7,9,13.4,31,77.2,118.0
1,2,0,16,4,7,14.7,14,47.3,78.9
8,5,0,8,6,11,20.3,28,104.5,144.8
2,2,6,9,0,3,15.1,16,0.0,0.0
7,4,1,13,11,13,17.3,12,159.5,180.0
9,3,2,17,9,12,12.2,22,90.3,127.0
9,2,4,8,11,13,16.8,23,157.2,180.0
8,2,3,11,4,5,13.8,25,49.8,67.5
10,4,6,15,10,14,18.6,22,162.8,180.0
9,1,5,17,11,16,8.2,11,74.2,100.0
2,1,6,12,2,6,8.3,23,20.5,25.4
6,5,3,16,9,13,20.2,29,151.6,180.0
4,4,3,13,11,15,16.4,16,156.8,180.0
4,3,5,8,11,13,10.1,14,92.2,115.6
5,3,5,13,13,15,10.7,23,115.5,143.2
3,4,0,13,1,6,18.3,18,13.3,20.6
1,3,3,13,1,3,12.8,19,10.7,8.5
8,1,4,15,8,10,8.8,16,61.6,82.7
5,3,4,13,12,14,12.7,23,131.3,171.2
3,3,1,12,3,5,10.7,34,24.5,42.7
10,4,6,9,3,4,18.5,23,44.1,59.9
7,4,5,11,6,11,17.6,34,87.3,134.0
7,3,0,17,9,11,12.6,11,96.2,144.3
1,2,4,12,9,14,17.0,26,129.3,180.0
9,4,2,17,12,15,19.8,29,198.6,180.0
2,5,0,11,1,2,18.0,13,16.1,21.3
5,5,0,9,2,4,21.5,22,43.4,43.4
5,1,4,14,2,3,8.3,27,12.5,20.5
8,3,2,17,5,6,13.8,12,57.4,73.3
8,2,1,17,2,5,14.1,28,25.7,43.4
7,1,4,9,10,15,9.5,14,79.3,118.1
7,3,2,8,4,5,10.4,10,37.3,52.6
6,4,0,12,3,7,16.4,18,39.8,66.2
6,5,2,8,2,5,20.9,33,41.0,46.5
9,2,0,8,7,11,16.8,17,100.9,132.8
6,5,6,8,13,16,20.4,12,224.0,180.0
2,4,4,13,9,13,18.9,11,142.5,180.0
2,3,5,16,2,6,13.0,10,20.6,21.5
5,4,4,17,5,6,17.1,21,76.6,103.0
4,4,6,8,12,13,16.2,31,161.2,180.0
2,5,3,12,14,17,18.0,22,212.3,180.0
3,2,3,16,6,11,14.4,19,71.8,107.8
7,4,3,16,6,7,17.0,26,86.5,109.9
8,5,4,8,1,2,18.2,20,14.7,26.2
6,2,1,15,13,15,13.7,14,147.1,180.0
5,3,4,8,2,3,10.5,34,16.6,18.3
1,3,6,15,11,16,13.7,18,127.4,156.7
8,1,6,8,9,11,8.6,22,63.6,80.2
3,5,5,12,9,13,20.2,29,156.2,180.0
6,2,2,15,14,18,15.4,32,185.7,180.0
3,4,4,13,3,5,18.2,20,46.1,62.1
7,3,4,16,6,8,10.4,32,53.7,76.7
7,2,0,8,1,3,14.3,13,5.7,19.1
9,5,6,16,2,5,18.2,30,29.7,41.7
5,1,0,8,6,11,9.6,20,51.9,66.6
8,3,0,17,6,11,10.8,18,53.6,82.7
10,2,4,17,14,18,15.2,16,179.2,180.0
10,2,1,10,9,13,15.8,25,127.5,168.1
8,2,2,8,2,6,15.1,32,31.2,29.1
1,5,2,10,11,12,19.7,32,185.9,180.0
5,5,6,9,0,4,19.5,34,3.4,1.4
3,5,5,9,11,13,21.4,14,193.1,180.0
1,4,6,16,2,6,16.9,15,26.3,49.1
4,2,1,15,4,6,15.9,28,52.8,65.3
8,3,1,8,6,9,13.0,10,65.7,81.2
3,5,2,11,3,4,19.7,25,48.7,70.5
10,5,3,8,12,13,19.2,27,188.1,180.0
2,2,0,8,12,17,14.9,33,153.0,180.0
9,5,0,11,10,13,18.4,22,157.8,180.0
10,4,2,9,10,12,16.2,10,142.4,176.2
5,4,6,10,14,17,16.4,19,193.3,180.0
7,5,1,16,0,1,18.7,16,0.0,0.0
2,2,6,9,5,7,15.0,14,55.8,76.1
9,2,5,11,1,4,16.4,22,13.1,21.7
9,2,3,8,11,12,13.9,31,133.1,164.7
4,1,2,9,2,4,11.7,25,18.1,24.1
4,5,0,12,3,5,21.8,33,62.1,88.6
6,2,4,17,5,6,16.8,29,70.8,99.1
10,4,6,8,5,7,19.4,31,82.7,94.5
10,3,1,14,6,7,11.5,23,54.3,70.3
10,3,4,11,4,8,10.3,20,35.9,61.8
6,2,5,13,6,10,15.3,28,72.0,96.9
1,3,2,15,1,3,12.2,32,12.5,14.9
9,3,6,13,0,2,13.4,11,2.2,2.1
2,1,0,9,11,12,12.0,17,116.1,155.4
5,4,6,8,9,11,18.0,22,134.9,165.4
9,4,3,15,7,12,17.4,16,103.9,130.4
4,1,4,15,0,4,8.7,21,1.7,0.0
3,1,3,16,11,13,8.0,17,76.3,111.5
7,3,5,13,1,3,12.0,25,7.6,10.3
6,5,0,8,10,13,20.2,27,164.7,180.0
8,3,4,16,11,13,13.3,28,125.4,180.0
3,1,5,10,9,14,10.0,13,76.2,111.0
5,4,3,13,5,9,19.7,34,81.9,104.1
10,3,3,17,0,3,12.5,21,2.3,2.4
4,5,4,17,9,10,21.4,25,163.3,180.0
4,3,0,16,2,3,10.6,30,14.1,33.6
4,2,3,10,6,10,16.4,31,78.0,121.9
10,3,2,12,11,12,12.7,26,115.4,172.1
8,1,5,12,7,12,8.7,13,58.8,73.8
6,4,4,17,3,5,16.8,29,44.9,65.0
3,4,1,14,11,15,19.7,33,184.8,180.0
10,1,1,11,2,5,8.1,33,13.3,25.7
5,2,0,11,0,2,14.9,31,0.0,5.6
6,1,2,14,11,12,9.3,33,90.0,108.6
5,3,3,16,8,9,12.7,18,84.6,109.8
6,1,1,11,9,12,11.4,14,88.6,130.7
8,1,0,11,5,10,9.4,26,39.1,66.9
7,2,5,13,5,8,14.7,26,68.3,75.1
5,3,2,13,8,12,13.9,11,96.9,119.0
10,5,2,14,0,3,21.1,11,3.7,0.0
6,5,6,8,5,6,21.6,30,90.0,115.2
4,4,0,10,11,16,17.8,32,169.2,180.0
9,1,0,16,4,9,8.9,16,29.4,46.9
4,4,6,13,12,15,17.6,13,180.3,180.0
1,2,3,13,10,14,15.9,22,139.8,169.8
7,5,0,12,14,15,18.4,29,216.3,180.0
7,1,6,10,5,7,9.1,20,39.2,58.3
4,2,3,12,13,18,13.2,12,147.0,180.0
3,2,3,8,10,13,14.7,11,126.8,153.7
8,1,4,10,7,11,11.3,25,65.9,106.0
5,2,2,11,4,8,13.1,12,50.8,63.5
10,1,5,12,1,2,10.7,33,5.2,6.6
7,1,2,17,11,16,11.7,24,114.1,146.9
4,3,2,16,11,12,10.9,26,106.0,139.4
4,4,4,11,1,3,18.8,25,21.7,24.3
8,2,3,10,9,11,16.9,29,124.5,179.8
8,2,3,17,4,6,16.8,16,54.7,75.8
2,3,0,8,2,6,10.9,25,23.1,23.6
2,3,4,17,9,14,10.4,14,73.9,118.3
3,3,0,13,2,3,10.6,11,13.2,23.6
3,5,4,14,7,8,20.8,10,122.3,164.2
1,5,0,17,6,8,20.9,31,107.2,157.3
3,5,1,15,0,5,20.7,22,4.8,1.8
6,1,6,8,11,16,9.3,25,86.8,106.7
8,2,2,11,12,15,13.7,14,137.7,180.0
10,4,2,12,11,16,18.3,12,172.3,180.0
6,1,5,9,4,9,9.9,24,35.2,39.7
5,2,6,8,8,9,15.9,25,109.5,129.7
4,2,3,15,3,8,14.8,20,37.1,50.4
3,3,5,13,0,5,11.4,34,0.0,3.9
4,3,1,12,7,8,11.2,28,63.7,96.0
7,1,5,16,4,9,8.8,27,34.3,41.7
1,3,2,9,1,2,11.1,30,10.0,13.0
7,2,3,17,14,17,13.4,18,158.2,180.0
1,3,1,15,11,15,11.4,17,109.8,131.5
2,5,2,17,0,1,18.1,31,0.0,1.5
4,3,6,16,13,14,10.7,28,118.1,164.9
1,2,0,8,11,16,16.0,31,149.9,180.0
9,1,4,14,11,12,9.3,14,85.6,118.5
6,4,1,15,11,13,18.7,26,174.9,180.0
1,3,3,10,2,4,12.9,14,21.3,35.4
1,2,5,11,8,11,15.3,23,100.0,152.8
6,4,6,10,0,1,19.8,16,0.5,0.0
4,4,5,14,3,8,16.1,18,37.0,55.9
4,5,1,16,7,12,21.0,26,125.2,169.8
6,4,6,10,7,11,19.8,12,122.1,161.6
7,2,3,13,9,12,16.4,17,125.0,155.0
9,2,1,15,11,16,13.7,31,124.3,162.6
10,3,3,13,10,14,11.3,22,95.7,116.8
5,3,5,9,12,17,10.7,25,106.5,138.5
9,3,2,14,10,14,12.4,30,107.2,134.5
4,4,6,9,7,9,18.8,19,111.7,132.2
10,4,0,9,9,11,17.3,27,137.2,175.9
2,5,2,9,7,12,20.2,12,123.4,148.3
3,3,0,8,3,6,12.8,21,32.1,41.9
1,1,5,8,7,8,9.7,25,59.8,68.3
6,5,6,14,8,11,21.4,27,144.4,176.3
6,1,2,12,6,9,11.1,26,56.6,84.2
1,4,2,10,13,14,16.3,16,178.6,180.0
3,5,1,8,11,13,20.5,28,193.8,180.0
5,5,4,17,1,3,18.9,32,20.4,27.0
3,2,5,13,8,9,15.2,32,106.0,123.0
10,4,3,8,10,14,19.8,17,171.3,180.0
3,4,5,16,7,10,19.5,26,118.9,153.8
10,5,3,9,12,17,19.6,30,201.8,180.0
3,4,6,8,4,6,17.2,34,54.9,74.3
5,5,3,14,14,19,18.9,16,230.5,180.0
